Word,Category,WordClass,OfficialWord,TranslationEng,SearchTermsEng,StatusEng,TranslationEpo,TranslationSpa,TranslationDeu,Synonyms,Antonyms,Example,Tags,LexiliAsel,LexiliEstatus,TranslationFra,TranslationRus,TranslationZho
dabihuli,derived,t,FALSE,sacrificial,,reviewed,ofera; ofere,sacrificial,,,,,,dabihu + -li,leferesmi,,,
dadalible,derived,t,FALSE,"attainable, achievable, accessible",,reviewed,atingebla; atingeble,"alcanzable, lograble, accesible",,,,,,dadal + -ible,leferesmi,,,
dahabukolordo,derived,t,FALSE,"gold, golden (_color_)",,reviewed,orkolora; orkolore,dorado,,,,,kolor,dahabu + -kolordo,leferesmi,,,
dahabuli,derived,t,FALSE,"golden, (of) gold",,reviewed,ora; ore,de oro,,,,,,dahabu + -li,leferesmi,,,
daifxey,derived,n,FALSE,(a) weakness,,reviewed,"febleco, malforteco",debilidad,,,balaxey,,,daif + -xey,leferesmi,,,
daifya,derived,n,FALSE,weakness,,reviewed,febleco; malforteco,debilidad,,,,,,daif + -ya,leferesmi,,,
dajuya,derived,n/f.oj,FALSE,"approximation, estimate; approximate, estimate",,reviewed,aproksimo; aproksimi,"aproximación, estimado; aproximar, estimar",,,,,,daju + -ya,leferesmi,,,
dalutul,derived,n,FALSE,shield,,reviewed,ŝildo,escudo,,,,,,dalu + -tul,leferesmi,,,
dambipul,derived,t,FALSE,sinful,,,peka; peke,pecaminoso,,,,,,dambi + -pul,,,,
damboyen,derived,n,FALSE,thin person,,reviewed,maldikulo,persona delgada,,,,,,dambo + -yen,leferesmi,,,
damuli burtyan,derived,n/f.oj,FALSE,bloodstain,,reviewed,sangomakulo; sangomakuli,mancha de sangre,,,,,,"damu + -li, burtyan",leferesmi,,,
Danisa,derived,n,FALSE,Danish (language),,reviewed,la dana (lingvo),danés (_idioma_),,,,,basa,Dani + -sa,leferesmi,,,
Daniyen,derived,n,FALSE,Dane,,reviewed,dano,danés (_persona_),,,,,,Dani + -yen,leferesmi,,,
dansedom,derived,n,FALSE,"dance studio, dance club",,reviewed,dancejo,club de baile,,,,,,danse + -dom,leferesmi,,,
dansekamer,derived,n,FALSE,"ballroom, dance room",,,dancejo,salón de baile,,,,,,danse + -kamer,,,,
danseyen,derived,n,FALSE,dancer,,reviewed,dancanto; dancisto,bailarín,,,,,,danse + -yen,leferesmi,,,
daoismo,derived,n,FALSE,Taoism,,reviewed,"taoismo, daŭismo, taŭismo",taoísmo,,,,,,dao + -ismo,leferesmi,,,
daoista,derived,n,FALSE,Taoist,,reviewed,"taoisto, daŭisto, taŭisto",taoísta,,,,,,dao + -ista,leferesmi,,,
daoya,derived,n,FALSE,trip,,reviewed,"veturo, vojaĝo",viaje,,,,,,dao + -ya,leferesmi,,,
daoyen,derived,n,FALSE,traveler ,,reviewed,"veturanto, vojaĝanto",viajero,,,,,,dao + -yen,leferesmi,,,
darajeli ,derived,t,FALSE,"gradual, gradually",,reviewed,grada; grade,gradual; gradualmente,,,,,,daraje + -li,leferesmi,,,
darsukamer,derived,n,FALSE,classroom,,reviewed,"klasejo, klasĉambro","aula, salón (de clases)",,,,,kamer,darsu + -kamer,leferesmi,,,
darsulari,derived,n,FALSE,"course, class",,reviewed,"kurso, klaso",curso,,,,,,darsu + -lari,leferesmi,,,
datasayfa,derived,n,FALSE,spreadsheet,,,kalkultabelo,hoja de cálculo,,,,,,data + sayfa,,,,
davadukan,derived,n,FALSE,"pharmacy, drugstore, chemist",,reviewed,apoteko,"botica, farmacia, droguería",,,,,,dava + -dukan,leferesmi,,,
dayajabu,derived,t,FALSE,bizarre,,reviewed,"strangega, bizara; strangege, bizare",extraño,,,,,,day- + ajabu,leferesmi,,,
dayatre,derived,n,FALSE,grandparent,,reviewed,"avo, avino, geavinoj",abuelo,,,,,,day- + atre,leferesmi,,,
daybahari,derived,n,FALSE,ocean,,reviewed,oceano,océano,,,,,,day- + bahari,leferesmi,,,
daybala,derived,t,FALSE,mighty,,reviewed,fortega; fortege,poderoso,,,daydaif,,,day- + bala,leferesmi,,,
daybardipul,derived,t,FALSE,freezing,,reviewed,"malvarmega, frosta; malvarmege, froste",muy frío,,,,,,day- + bardi + -pul,leferesmi,,,
daybarix,derived,n/f.oro.a,FALSE,"downpour; pour, be pouring",,reviewed,pluvego; pluvegi,aguacero; llover a cántaros,,,,,,day- + barix,leferesmi,,,
daybawlupul,derived,t,FALSE,"brutal, brutally",,reviewed,brutala; brutale,brutal; brutalmente,,,,,,day- + bawlu + -pul,leferesmi,,,
daybaytu,derived,n,FALSE,mansion,,reviewed,domego,mansión,,,,,,day- + baytu,leferesmi,,,
daybon,derived,t,FALSE,"excellent, great, awesome, fantastic",,reviewed,bonega; bonege,"excelente, buenísimo",,,,,,day- + bon,leferesmi,,,
Daybriti,derived,n,FALSE,Great Britain,,reviewed,Granda Britio,Gran Bretaña,,,,,,day- + Briti,leferesmi,,,
daybur,derived,t,FALSE,"awful, terrible, evil",,reviewed,malbonega; malbonege,terrible,,,,,,day- + bur,leferesmi,,,
daycolo,derived,t,FALSE,"hideous, hideously",,reviewed,malbelega; malbelege,espantoso,,,,,,day- + colo,leferesmi,,,
dayday,derived,t,FALSE,"enormous, enormously, gigantic, gigantically, huge, hugely",,reviewed,grandega; grandege,grandísimo,,,,,,day- + day,leferesmi,,,
daydaymo,derived,m,FALSE,extremely,,,treege,extremadamente,,,,,,day- + day- + -mo,,,,
daydenkwanti,derived,t,FALSE,so much,,reviewed,tiom (da),tanto,,,,,,day- + den + kwanti,leferesmi,,,
daydenmo,derived,m,FALSE,"so, such, how",,reviewed,tiom,"qué, vaya, tan",,,,,,day- + den + -mo,leferesmi,,,
daydenmo multi,derived,t jm,FALSE,"so many, so much",,reviewed,tiom multe,"tanto, tantos",,,,,,"day- + den + -mo, multi",leferesmi,,,
daydennumer,derived,t,FALSE,so many,,reviewed,tiom (da),tantos,,,,,,day- + den + numer,leferesmi,,,
daydolo,derived,n,FALSE,"road, highway, freeway ",,reviewed,"ŝoseo, aŭtovojo, vojo","camino, carretera",,,,,,day- + dolo,leferesmi,,,
daygeo,derived,n,FALSE,continent,,reviewed,kontinento,continente,,,,,,day- + geo,leferesmi,,,
dayhazuni,derived,t,FALSE,inconsolable,,reviewed,"malfeliĉega, malĝojega, malgajega; malfeliĉege",inconsolable,,,,,,day- + hazuni,leferesmi,,,
dayhox,derived,t,FALSE,"ecstatic, blissful",,reviewed,"feliĉega, ekstaza, beata; feliĉege, ekstaze, beate",extático,,,,,,day- + hox,leferesmi,,,
dayhoxya,derived,n,FALSE,"ecstacy, bliss",,reviewed,"feliĉego, ekstazo, beateco",éxtasis,,,,,,day- + hox + -ya,leferesmi,,,
dayible,derived,t,FALSE,"probable, probably, likely",,reviewed,"probabla, verŝajna; probable, verŝajne",probable; probablemente,,,,,,day- + -ible,leferesmi,,,
dayje,derived,n,FALSE,size,,reviewed,"grando, grandeco",tamaño,,,,,,day + -je,leferesmi,,,
daykabaca,derived,n,FALSE,pumpkin,,,granda kukurbo,"calabaza, _Cucurbita maxima_",,,,,,day- + kabaca,,,,
daykano,derived,n,FALSE,trunk (_tree_),,reviewed,"trunko, arbotrunko",tronco,,,,,,day- + kano,leferesmi,,,
daykarar,derived,n/f.oro.a,FALSE,"determine, be determined to",,reviewed,decidemo; decidemi,determinación (_decisión_); determinar,,,,,,day- + karar,leferesmi,,,
daykargux,derived,n,FALSE,hare,,reviewed,leporo,"liebre, _Lepus_",,,,,hewan,day- + kargux,leferesmi,,,
daykotor,derived,t,FALSE,filthy,,reviewed,"malpurega, kota; malpurege, kote",mugriento,,,,,,day- + kotor,leferesmi,,,
daykotorya,derived,n,FALSE,filth,,reviewed,"malpuregeco, koto","suciedad, mugre",,,,,,day- + kotor + -ya,leferesmi,,,
daykowa,derived,n,FALSE,might,,reviewed,"potencego, fortego, povego",poder,,,,,,day- + kowa,leferesmi,,,
daykwanti,derived,n,FALSE,abundance,,reviewed,"abundo, abundeco",abundancia,,,,,,day- + kwanti,leferesmi,,,
daykwantipul,derived,t,FALSE,"abundant, plentiful",,reviewed,abunda; abunde,abundante,,,,,,day- + kwanti + -pul,leferesmi,,,
daylama,derived,t,FALSE,ancient,,reviewed,antikva; antikve,antiguo,,,,,,day- + lama,leferesmi,,,
daylil,derived,t,FALSE,tiny,,reviewed,"eta, malgrandega; ete, malgrandege",diminuto,,,,,,day- + lil,leferesmi,,,
dayloga,derived,n/f.oro.a,FALSE,"exclaim, cry (out)",,,dirego; diregi,exclamación; exclamar,,,,,,day- + loga,,,,
daylubi,derived,n/f.oj,FALSE,adoration; adore,,reviewed,amego; amegi,adoración; adorar,,,,,,day- + lubi,leferesmi,,,
daylubilaye,derived,t,FALSE,adorable,,reviewed,amegenda; amegende,adorable,,,,,,day- + lubi + -laye,leferesmi,,,
daymama,derived,n,FALSE,"grandma, nanna, nana",,reviewed,avinjo,abuelita,,,,,,day- + mama,leferesmi,,,
daymatre,derived,n,FALSE,grandmother,,reviewed,avino,abuela,,,,,,day- + matre,leferesmi,,,
daymeli,derived,t,FALSE,gorgeous,,reviewed,belega; belege,precioso,,,,,,day- + meli,leferesmi,,,
daymo,derived,m,FALSE,"greatly, very, really, highly",,reviewed,tre,"mucho, muy",,,,,,day- + -mo,leferesmi,,,
daymuhim,derived,t,FALSE,"essential, crucial, critical, imperative, gravely important, greatly important, (of) grave importance, (of) great importance",,reviewed,gravega; gravege,"esencial, crucial, crítico, decisivo, de gran importancia",,,,,,day- + muhim,leferesmi,,,
daynakun,derived,n/f.oj,FALSE,claw,,reviewed,ungego; ungograti,garra,,,,,,day- + nakun,leferesmi,,,
dayneo,derived,t,FALSE,brand new,,reviewed,novega; novege,nuevecito,,,,,,day- + neo,leferesmi,,,
daypala,derived,n/f.oro.a,FALSE,"yell, scream, shout",,reviewed,krio; krii,grito; gritar,,,,,,day- + pala,leferesmi,,,
daypamtul,derived,n,FALSE,cannon,,,"kanono, pafilego",cañón,,,,,,day- + pam + -tul,,,,
daypanda,derived,n,FALSE,"panda, giant panda, panda bear, _Ailuropoda_",,,"pando, granda pando","panda, panda gigante, _Ailuropoda_",,panda,,,,day- + panda,,,,
daypapa,derived,n,FALSE,"grandpa, granddad, gramps",,,avĉjo,abuelito,,,,,,day- + papa,,,,
daypatre,derived,n,FALSE,grandfather,,,avo,abuelo,,,,,,day- + patre,,,,
daypawbu,derived,n/f.nenoj,FALSE,sprint,,,kurego; kuregi,correr a toda velocidad,,,,,,day- + pawbu,,,,
daypeti,derived,n/f.oro.a,FALSE,beg,,,"almozpeto, almozado; almozpeti, almozi",rogar,,,,,,day- + peti,,,,
daypetra,derived,n,FALSE,boulder,,,"ŝtonego, rokego","roca, peña, pedrusco, peñasco",,,,,,day- + petra,,,,
dayrapul,derived,t,FALSE,"circular, round",,reviewed,cirkla; cirkle,"circular, redondo",,,,,,dayra + -pul,leferesmi,,,
daysoksu,derived,n,FALSE,stocking,,,ŝtrumpo(j),"media, calceta","Strumpf, Strümpfe",,,,,day- + soksu,,,,
daysoti,derived,n,FALSE,"noise, loud sound, bang",,reviewed,sonego,ruido sonoro,,,,,,day- + soti,leferesmi,,,
daytermopul,derived,t,FALSE,"hot, scorching",,reviewed,varmega; varmege,"caliente, abrasador",,,,,,day- + termo + -pul,leferesmi,,,
dayvento,derived,n/f.nenoj,FALSE,gust,,reviewed,ventego; ventegi,ráfaga,,,,,,day- + vento,leferesmi,,,
daywatumon,derived,n,FALSE,"era, epoch",,reviewed,"epoĥo, epoko, erao","época, era",,,,,,day- + watu + -mon,leferesmi,,,
dayxaher,derived,n,FALSE,metropolis,,reviewed,"urbego, metropolo",metrópoli,,,,,,day- + xaher,leferesmi,,,
dayxerafu,derived,n,FALSE,glory,,reviewed,"gloro, honorego",gloria; glorificar,,,,,,day- + xerafu,leferesmi,,,
dayya,derived,n,FALSE,"bigness, largeness, greatness",,reviewed,"grandeco, grando",grandeza,,,,,,day + -ya,leferesmi,,,
debatemon,derived,n/f.oj,FALSE,"argument, point; argue",,,argumento; argumenti,"argumento, punto; argumentar",,,,,,debate + -mon,,,,
decibelu,derived,n,FALSE,"decibel, dB",,,decibelo,"decibel, decibelio, dB",Dezibel,,,,,deci + bel,,décibel,децибел,分貝
decimetro,derived,n,FALSE,"decimeter, decimetre",,reviewed,decimetro,"decímetro, dm",,,,,,deci + metro,leferesmi,,,
deklaradoku,derived,n,FALSE,"declaration (_official document_), manifesto",,reviewed,"deklaracio (_oficiala dokumento_), manifesto","declaración (_documento oficial_), manifiesto",,,,,,deklara + -doku,leferesmi,,,
deli,derived,t,FALSE,belonging ,,reviewed,apartena; apartene,perteneciente,,,,,,de + -li,leferesmi,,,
demoje,derived,n,FALSE,population (size),,,loĝantaro (amplekso),(tamaño de) población,,,,,,demo + -je,,,,
demokrasi,derived,n,FALSE,democracy,,reviewed,demokratio,democracia,,,,,politi,demo + -krasi,leferesmi,,,
demokrasili,derived,t,FALSE,democratic,,reviewed,"demokratia, demokrata; demokratie, demokrate",democrático,,,,,,demo + -krasi + -li,leferesmi,,,
demoli,derived,t,FALSE,"public, publicly",,reviewed,publika; publike,público,,,,,,demo + -li,leferesmi,,,
denete,derived,pn,FALSE,those ones ,,,tiuj,estos,,,,,,den + ete,,,,
denkwanti ,derived,d,FALSE,"that amount of, that quantity of, that much of","that amount of, that amount, that quantity of, that quantity, that much of, that much",reviewed,tiom,"tanto, tantos",,,,,,den + kwanti,leferesmi,,,
denloka,derived,m,FALSE,there,,reviewed,tie,allí,,,,,,den + loka,leferesmi,,,
denlokali,derived,t,FALSE,"local, locally",,reviewed,"loka, tiea; loke, tiee",de allí,,,,,,den- + loka + -li,leferesmi,,,
denmaner,derived,m,FALSE,"like that, like so, by that manner, in that manner",,reviewed,tiel,"así, de esa manera",,,,,,den + maner,leferesmi,,,
denmo,derived,m,FALSE,"as, to that degree, that",,reviewed,tiom,a ese grado,,,,,,den + -mo,leferesmi,,,
dennumer,derived,d,FALSE,"that number of, that many ","that number of, that number, that many",reviewed,tiu nombro,ese número de,,,,,,den + numer,leferesmi,,,
denoto,derived,pn,FALSE,"those (things), those ones",,,tioj,esas cosas,,,,,,den + oto,,,,
denpul,derived,t,FALSE,"like that, like so, (in) that way, thus, such",,reviewed,tia,"tal, así",,,,,,den + -pul,leferesmi,,,
denseba,derived,m,FALSE,for that reason,,reviewed,tial,por esa razón,,,,,,den + seba,leferesmi,,,
densu,derived,su s,FALSE,that one's,,reviewed,ties,de aquel (_ser viviente_),,,,,,den + -su,leferesmi,,,
dentabroxa,derived,n,FALSE,toothbrush,,reviewed,dentbroso,cepillo de dientes,,,,,,denta + broxa,leferesmi,,,
dentakrema,derived,n,FALSE,toothpaste,,reviewed,"dentopasto, dentoŝmiraĵo",pasta de dientes,,,,,,denta + krema,leferesmi,,,
dentali,derived,t,FALSE,dental,,reviewed,denta; dente,dental,,,,,,denta + -li,leferesmi,,,
dentamedis,derived,n,FALSE,dentistry,,reviewed,dentokuracado,odontología,,,,,,denta + -medis,leferesmi,,,
dentamedisyen,derived,n,FALSE,dentist,,reviewed,"dentisto, dentokuracisto",dentista,,,,,,denta + -medis + -yen,leferesmi,,,
dente,derived,pn,FALSE,"that, that one, that being, that person",,reviewed,tiu,"ése, ésa (_ser viviente_)",,,,,,den + te,leferesmi,,,
dento,derived,pn,FALSE,"that, that one, that thing",,reviewed,tio,"ése, ésa, eso (_cosa_)",,,,,,den + to,leferesmi,,,
denwatu,derived,m,FALSE,then (_at that time_),,reviewed,tiam,entonces,,,hinwatu ,,,den + watu,leferesmi,,,
denya,derived,n/f.oj,FALSE,identity; identify,,,identeco; identigi,identidad; identificar,,,,,,den + -ya,,,,
descaregon,derived,n,FALSE,"tetradecagon, tetrakaidecagon, 14-gon",,reviewed,"dekkvarangulo, dekkvarlatero",tetradecágono,,,,,,des + care + gon,leferesmi,,,
descareple,derived,t,FALSE,"quattuordecuple, fourteenfold",,reviewed,dekkvarobla; dekkvaroble,catordécuple,,,,,,des + care + -ple,leferesmi,,,
descareyum,derived,t,FALSE,fourteenth,,reviewed,dekkvara; dekkvare,décimo cuarto,,,,,,des + care + -yum,leferesmi,,,
desduagon,derived,n,FALSE,"dodecagon, 12-gon",,reviewed,"dekduangulo, dekdulatero",dodecágono,,,,,,des + dua + gon,leferesmi,,,
desduaple,derived,t,FALSE,"duodecuple, twelvefold",,reviewed,dekduobla; dekduoble,dodécuple,,,,,,des + dua + -ple,leferesmi,,,
desduayum,derived,t,FALSE,twelveth,,reviewed,dekdua; dekdue,décimo segundo,,,,,,des + dua + -yum,leferesmi,,,
deslimagon,derived,n,FALSE,"pentadecagon, pentakaidecagon, 15-gon",,reviewed,"dekkvinangulo, dekkvinlatero",pentadecágono,,,,,,des + lima + gon,leferesmi,,,
deslimaple,derived,t,FALSE,"quindecuple, fifteenfold",,reviewed,dekkvinobla; dekkvinoble,quindécuple,,,,,,des + lima + -ple,leferesmi,,,
deslimayum,derived,t,FALSE,fifteenth,,reviewed,dekkvina; dekkvine,décimo quinto,,,,,,des + lima + -yum,leferesmi,,,
desnuegon,derived,n,FALSE,"enneadecagon, enneakaidecagon, nonadecagon, 19-gon",,reviewed,"deknaŭangulo, deknaŭlatero",eneadecágono,,,,,,des + nue + gon,leferesmi,,,
desnueple,derived,t,FALSE,"novemdecuple, nineteenfold",,reviewed,deknaŭobla; deknaŭoble,novendécuple,,,,,,des + nue + -ple,leferesmi,,,
desnueyum,derived,t,FALSE,nineteenth,,reviewed,deknaŭa; deknaŭe,décimo noveno,,,,,,des + nue + -yum,leferesmi,,,
desnyan,derived,n,FALSE,decade,,reviewed,"jardeko, dekjaro",década,,,,,,des + nyan,leferesmi,,,
desocogon,derived,n,FALSE,"octadecagon, octakaidecagon, 18-gon",,reviewed,"dekokangulo, dekoklatero",octadecágono,,,,,,des + oco + gon,leferesmi,,,
desocople,derived,t,FALSE,"octodecuple, eighteenfold",,reviewed,dekokobla; dekokoble,octodécuple,,,,,,des + oco + -ple,leferesmi,,,
desocoyum,derived,t,FALSE,eighteenth,,reviewed,dekoka; dekoke,décimo octavo,,,,,,des + oco + -yum,leferesmi,,,
desple,derived,t,FALSE,"decuple, tenfold",,reviewed,dekobla; dekoble,décuple,,,,,,des + -ple,leferesmi,,,
dessabegon,derived,n,FALSE,"heptadecagon, 17-gon",,reviewed,"deksepangulo, dekseplatero",heptadecágono,,,,,,des + sabe + gon,leferesmi,,,
dessabeple,derived,t,FALSE,"septendecuple, seventeenfold",,reviewed,deksepobla; deksepoble,septendécuple,,,,,,des + sabe + -ple,leferesmi,,,
dessabeyum,derived,t,FALSE,seventeenth,,reviewed,deksepa; deksepe,décimo séptimo,,,,,,des + sabe + -yum,leferesmi,,,
dessisagon,derived,n,FALSE,"hexadecagon, hexakaidecagon, 16-gon",,reviewed,"deksesangulo, dekseslatero",hexadecágono,,,,,,des + sisa + gon,leferesmi,,,
dessisaple,derived,t,FALSE,"sexdecuple, sixteenfold",,reviewed,deksesobla; deksesoble,sexdécuple,,,,,,des + sisa + -ple,leferesmi,,,
dessisayum,derived,t,FALSE,sixteenth,,reviewed,deksesa; deksese,décimo sexto,,,,,,des + sisa + -yum,leferesmi,,,
destigagon,derived,n,FALSE,"tridecagon, triskaidecagon, 13-gon",,reviewed,"dektriangulo, dektrilatero",tridecágono,,,,,,des + tiga + gon,leferesmi,,,
destigaple,derived,t,FALSE,"tredecuple, thirteenfold",,reviewed,destriobla; destrioble,tredécuple,,,,,,des + tiga + -ple,leferesmi,,,
destigayum,derived,t,FALSE,thirteenth,,reviewed,destria; destrie,décimo tercero,,,,,,des + tiga + -yum,leferesmi,,,
destruifil,derived,t,FALSE,"destructive, destructively",,reviewed,detruema; detrueme,destructivo; destructivamente,,,,,,destrui + -fil,leferesmi,,,
desungon,derived,n,FALSE,"undecagon, hendecagon, endecagon, 11-gon",,reviewed,"dekunuangulo, dekunulatero",endecágono,,,,,,des + un + gon,leferesmi,,,
desunple,derived,t,FALSE,"undecuple, hendecuple, elevenfold",,reviewed,dekunobla; dekunoble,undécuple,,,,,,des + un + -ple,leferesmi,,,
desunyum,derived,t,FALSE,eleventh,,reviewed,dekunua; dekunue,décimo primero,,,,,,des + un + -yum,leferesmi,,,
desyum,derived,t,FALSE,tenth,,reviewed,deka; deke,décimo,,,,,,des + -yum,leferesmi,,,
dexabyen,derived,n,FALSE,border,,reviewed,"landlimo, limo",frontera,,,,,,dexa + byen,leferesmi,,,
dexakef,derived,n,FALSE,"head of state, prime minister",,reviewed,"ŝtatestro, ĉefministro","primer ministro, jefe de estado",,,,,,dexa + -kef,leferesmi,,,
dexayen,derived,n,FALSE,citizen,,reviewed,"ŝtatano, civitano",ciudadano,,,,,,dexa + -yen,leferesmi,,,
deya,derived,n/f.oj,FALSE,belong (to),,reviewed,aparteno; aparteni (al),"pertenecer a, ser de",,,,,,de + -ya,leferesmi,,,
digitali,derived,t,FALSE,"digital, digitally",,reviewed,cifera; cifere,digital,,,,,,digita + -li,leferesmi,,,
dinidom,derived,n,FALSE,"church, temple",,reviewed,"kirko, preĝejo, templo, sanktejo","iglesia, templo",,,,,,dini + -dom,leferesmi,,,
dinifil,derived,t,FALSE,"religious, religiously inclined ",,reviewed,religiema; religieme,religioso (_inclinado a la religión_),,,,,,dini + -fil,leferesmi,,,
dinili,derived,t,FALSE,religious (_of or relating to religion_),,reviewed,religia; religie,religioso (_relativo a la religión_),,,,,,dini + -li,leferesmi,,,
diplomasiyen,derived,n,FALSE,diplomat,,,dipltomato,diplomático,,,,,,diplomasi + yen,,,,
disbage,derived,n/f.oj,FALSE,"division, partition; divide (up), share (out), portion (out)",,reviewed,dispartigo; dispartigi,"división, partición; dividir, racionar",,vibaja,,,,dis- + bage,leferesmi,,,
disbija,derived,n/f.oj,FALSE,dissemination; disseminate,,reviewed,dissemado; dissemi,"diseminación, diseminar",,,,,,dis- + bija,leferesmi,,,
discu,derived,n/f.nenoj,FALSE,"dispersion; disperse, spread",,reviewed,disiĝo; disiĝi,dispersión; dispersarse,,,,,,dis + -cu,leferesmi,,,
disenoyen,derived,n,FALSE,designer,,reviewed,"dezajnisto, dezajnanto",diseñador,,,,,,diseno + -yen,leferesmi,,,
disgi,derived,n/f.oj,FALSE,"dispersion; disperse, spread",,reviewed,disigo; disigi,dispersión; dispersar,,,,,,dis + -gi,leferesmi,,,
disgibe,derived,n/f.oj,FALSE,distribute,,reviewed,disdono; disdoni,distribución; distribuir,,,,,,dis- + gibe,leferesmi,,,
dishadya,derived,n/f.oro.a,FALSE,share,,,disdonaco; disdonaci,compartir,,,,,,dis- + hadya,,,,
disordenu,derived,n/f.oj,FALSE,"confusion, disorder; confuse, disorder, disarrange",,reviewed,"malordo, konfuzo; konfuzi, malordigi, malaranĝi",desorden; desordenar,,,,,,dis- + ordenu,leferesmi,,,
Divehisa,derived,n,FALSE,"Dhivehi, Divehi, Maldivian (language)",,reviewed,la maldiva (lingvo); la diveha,"maldivo (_idioma_), divehi",,,,,basa,Divehi + -sa,leferesmi,,,
dodukuli,derived,t,FALSE,moral (_of or relating to morality_),,reviewed,morala (_pri aŭ rilata al moralo_); morale,moral (_relacionado con la moralidad_),,,,,,doduku + -li,leferesmi,,,
dodukupul ,derived,t,FALSE,moral ,,reviewed,morala (_konforma kun bonaj moroj_); morale,moral,,,,,,doduku + -pul,leferesmi,,,
Dograsa,derived,n,FALSE,Dogri (language),,,la dogra (lingvo),dogri (_idioma_),,,,,basa,Dogra + -sa,,,,
Dograyen,derived,n,FALSE,Dogra (person),,,dogro,dogra (_persona_),,,,,,Dogra + -yen,,,,
dokyapul,derived,t,FALSE,"poisonous, toxic",,reviewed,venena; venene,"venenoso, tóxico",,,,,,dokya + -pul,leferesmi,,,
donguli,derived,t,FALSE,eastern,,reviewed,orienta; oriente,"del este, oriental",,,,,,dongu + -li,leferesmi,,,
Dongutimor,derived,n,FALSE,"East Timor, Timor-Leste",,reviewed,Orienta Timoro,Timor Oriental,,,,,dexa,"Tetum (Timór-Leste), Portugalsa (Timor-Leste)",leferesmi,,,
